0.18372797966,0,0,0,0,0,0,0,0,0,61629,61596,61613,61580,61613,61580,61613,61580,61613,61596,61629,61596,61629,61596,61629,61628,61613,61580,61629,61628,61629,61596,61629,61596,61609,61612,61597,61592,61597,61628,61597,61628,61597,61612,61581,61628,61597,61592,61629,61596,61629,61596,61625,61596,61629,61572,2574,2526,2509,2489,2489,2509,2509,2639,2639,2639,2831,61592,61629,61596,61629,61596,61629,61596,61629,61596,61625,61628,61597,3758,3758,3512,3389,3168,3168,3168,61581,61600,61573,61604,61613,61628,61629,61572,61605,61604,61621,61572,2482,2389,2277,1874,1874,1956,1874,1919,1956,1956,61573,2337,2337,2337,2337,0,0,0,0,0,0,0,0,0,
0.285759925842,0,0,0,0,0,0,0,0,0,61580,61629,61628,61597,61628,61597,61612,61613,61580,61613,61628,61629,61596,61613,61580,61629,61628,61597,61628,61597,61628,61597,61628,61629,61612,61613,61596,61629,61608,61581,61608,61581,61628,61629,61596,61625,61596,61629,61596,61625,61592,61613,61580,61625,61624,61573,2846,2754,2587,2533,2533,2473,2533,2642,2684,2796,61572,61625,61596,61629,61592,61629,61596,61629,61628,61629,61596,61613,61612,61581,3750,3750,3750,61585,3750,3883,3883,61573,61584,61573,61612,61573,61604,61613,61628,61573,61604,61605,2529,2173,2157,2157,2157,61573,1852,1835,1835,1835,2004,61573,61600,61573,61600,0,0,0,0,0,0,0,0,0,
0.385818958282,0,0,0,0,0,0,0,0,0,61613,61596,61629,61580,61613,61612,61581,61612,61581,61628,61629,61628,61597,61628,61629,61596,61629,61596,61629,61596,61613,61612,61629,61596,61629,61596,61629,61596,61629,61628,61597,61612,61629,61612,61581,61624,61597,61608,61593,61592,61629,61596,61625,61592,61581,3006,2799,2623,2324,2324,2324,2324,2491,2583,2584,2673,61581,61592,61629,61596,61625,61628,61629,61580,61609,61596,61625,61596,61625,61572,32767,32767,61573,3629,3344,3344,3542,3790,61573,61620,61613,61572,61613,61612,61605,61572,61605,61600,61573,2209,2209,2209,2192,2192,2105,1841,1841,2105,61621,61572,32767,32767,61585,0,0,0,0,0,0,0,0,0,
0.485853910446,0,0,0,0,0,0,0,0,0,61612,61581,61612,61613,61596,61629,61596,61629,61596,61629,61628,61597,61628,61597,61628,61629,61628,61629,61596,61629,61628,61597,61628,61597,61628,61597,61624,61593,61596,61629,61628,61613,61580,61613,61592,61581,61628,61597,61592,61629,61596,61629,61576,61613,61628,61573,2736,2625,2602,2416,2416,2391,2517,2454,2517,2643,2942,61593,61592,61629,61596,61629,61592,61597,61628,61597,61628,61629,61628,61597,4118,3553,3553,3598,3614,61581,32767,32767,61572,61621,61612,61613,61572,61605,61572,61605,61572,61605,61600,61573,2642,2314,2239,2221,2221,1991,1991,1991,61572,61605,61600,61573,61600,0,0,0,0,0,0,0,0,0,
0.583917856216,0,0,0,0,0,0,0,0,0,61597,61628,61629,61580,61613,61580,61629,61596,61629,61596,61629,61612,61581,61628,61629,61628,61581,61612,61629,61628,61629,61596,61629,61596,61629,61628,61629,61596,61629,61592,61597,61592,61629,61596,61629,61596,61629,61628,61597,61628,61597,61628,61629,61596,61613,2651,2503,2364,2364,2364,2436,2539,2539,2539,2570,2570,61577,61576,61609,61596,61629,61596,61609,61580,61629,61592,61593,61624,61581,4169,3974,3923,3974,3974,61577,3777,3994,3994,61605,61572,61629,61588,61613,61572,61613,61604,61573,61600,61573,2602,2601,2338,2069,2069,2039,2039,2069,2306,61573,61604,61573,32767,32767,0,0,0,0,0,0,0,0,0,
0.683969974518,0,0,0,0,0,0,0,0,0,61596,61613,61580,61629,61596,61629,61628,61597,61628,61629,61628,61629,61580,61613,61580,61629,61628,61597,61628,61629,61628,61629,61596,61629,61580,61613,61596,61625,61576,61613,61580,61613,61592,61629,61580,61609,61628,61597,61624,61613,61612,61597,61596,61593,61612,61581,2583,2583,2361,2209,2209,2457,2457,2567,61584,61605,61608,61593,61628,61597,61592,61597,61628,61593,61592,61629,61596,61629,61596,61577,3883,3859,3859,3448,3305,3305,3889,61609,61572,61605,61572,61613,61580,61613,61572,61605,61600,61573,2749,2747,2444,2122,2119,2087,2040,2040,2119,61573,61600,61573,61600,61573,61600,0,0,0,0,0,0,0,0,0,
0.786003828049,0,0,0,0,0,0,0,0,0,61613,61580,61613,61580,61613,61612,61629,61596,61629,61596,61629,61596,61629,61628,61597,61628,61629,61596,61629,61580,61613,61596,61629,61580,61613,61628,61597,61628,61613,61580,61629,61592,61629,61596,61629,61596,61629,61628,61625,61596,61629,61596,61629,61576,61593,2706,2490,2463,2451,2451,2463,2463,2581,2679,2726,2738,61577,61592,61625,61596,61625,61580,61613,61628,61597,61628,61629,61628,61629,61572,61601,3517,3517,3517,61573,61600,61581,61600,61573,61604,61621,61588,61629,61572,61613,61604,61573,61600,61573,2327,2255,2206,2198,2011,1995,2011,2011,2060,61605,61572,61605,61600,61573,0,0,0,0,0,0,0,0,0,
0.886061906815,0,0,0,0,0,0,0,0,0,61580,61613,61612,61597,61628,61629,61612,61581,61628,61629,61596,61613,61612,61597,61612,61613,61628,61597,61628,61581,61612,61629,61596,61629,61628,61597,61628,61625,61628,61629,61596,61629,61596,61629,61628,61629,61628,61613,61580,61629,61628,61597,61576,61613,61628,61573,2836,2624,2510,2536,2389,2376,2389,2536,2548,2833,61576,61593,61608,61581,61612,61629,61596,61629,61596,61613,61612,61629,61628,61581,3610,3536,3455,3455,3536,61573,61608,61609,61572,61605,61572,61613,61612,61573,61604,61605,61604,61573,61600,61573,2399,2082,2005,1995,1956,1995,2005,61605,61572,61605,61600,61573,61600,0,0,0,0,0,0,0,0,0,
0.984210014343,0,0,0,0,0,0,0,0,0,61581,61612,61613,61596,61629,61596,61629,61596,61613,61612,61613,61612,61629,61596,61613,61612,61629,61580,61613,61580,61629,61580,61613,61596,61629,61592,61597,61592,61629,61596,61629,61592,61629,61596,61629,61596,61629,61596,61629,61596,61613,61612,61609,61580,61629,61620,61585,2558,2558,2558,2564,2564,2573,2685,2726,2765,61581,61592,61597,61592,61597,61628,61613,61612,61613,61596,61629,61624,61597,32767,32767,61572,61605,61600,61605,61572,61601,61600,61573,61604,61613,61572,61629,61572,61613,61572,61605,61572,61605,2536,2529,2415,2415,2333,2033,2239,2239,2239,61573,61600,61573,32767,32767,0,0,0,0,0,0,0,0,0,
1.08416986465,0,0,0,0,0,0,0,0,0,61580,61629,61596,61613,61580,61613,61580,61629,61628,61597,61628,61629,61628,61581,61612,61629,61628,61597,61628,61629,61596,61597,61628,61581,61612,61597,61628,61629,61628,61597,61628,61629,61596,61629,61592,61593,61580,61613,61612,61597,61592,61629,61596,61613,61628,61577,2600,2502,2390,2390,2390,2390,2450,2450,2444,2444,2518,61585,61596,61629,61596,61629,61576,61581,61628,61597,61628,61629,61580,61577,3600,3600,3600,3654,3827,4318,61572,61609,61572,61605,61604,61629,61628,61613,61604,61605,61572,61605,2643,2476,2260,2101,2080,1991,1991,1944,1991,2106,2157,61573,2281,2339,2339,0,0,0,0,0,0,0,0,0,
