0.185299873352,0,0
0.287156820297,0,0
0.387234926224,0,0
0.487246990204,0,0
0.585349798203,0,0
0.685395956039,0,0
0.787683010101,0,0
0.887620925903,0,0
0.985873937607,0,0
1.08593988419,0,0
1.18832683563,0,0
1.28569483757,0,0
1.38832092285,0,0
1.4858019352,0,0
1.58584284782,0,0
1.68522381783,0,0
1.78630781174,0,0
1.8853199482,0,0
1.98703885078,0,0
2.0872027874,0,0
2.18616390228,0,0
2.28717184067,0,0
2.48624992371,0,0
2.58743596077,0,0
2.68640398979,0,0
2.7876598835,0,0
2.88760781288,0,0
2.98862290382,0,0
3.0865778923,0,0
3.18785500526,0,0
3.28779792786,0,0
3.38893079758,0,0
3.48673295975,0,0
3.58886599541,0,0
3.68792390823,0,0
3.78803992271,0,0
3.88811993599,0,0
3.98841500282,36,34
4.08767080307,84,81
4.18855381012,132,128
4.2894089222,183,178
4.38768792152,231,226
4.48807692528,321,316
4.58815598488,422,419
4.78815889359,609,606
4.88686490059,745,742
4.98866295815,898,893
5.0869269371,1085,1083
5.18870592117,1286,1288
5.28599596024,1489,1490
5.38899183273,1690,1691
5.48887991905,1889,1892
5.58946990967,2088,2091
5.68895983696,2292,2291
5.78688383102,2473,2475
5.88692879677,2673,2674
5.98700380325,2872,2872
6.08919596672,3072,3069
6.1890900135,3268,3265
6.28913879395,3466,3467
6.38717794418,3669,3668
6.48928380013,3869,3871
6.58931183815,4070,4070
6.689483881,4268,4270
6.78939986229,4472,4474
6.88944983482,4671,4676
7.08889889717,5140,5137
7.18692183495,5391,5386
7.28963494301,5634,5634
7.38968992233,5887,5886
7.48797392845,6136,6141
7.58979201317,6386,6392
7.6898458004,6640,6645
7.79022979736,6888,6896
7.88997101784,7141,7144
7.98813581467,7366,7363
8.09013199806,7618,7611
8.19006299973,7866,7861
8.29012298584,8117,8109
8.38832879066,8367,8360
8.48834395409,8620,8612
8.58840084076,8874,8870
8.6904528141,9120,9119
8.79037499428,9367,9359
8.89041495323,9619,9609
8.99048495293,9872,9861
9.09052300453,10120,10114
9.19075083733,10347,10342
9.39001297951,10847,10843
9.49084687233,11098,11094
9.5888209343,11347,11344
9.68892097473,11596,11593
9.79086589813,11849,11846
9.8909368515,12096,12092
9.98903083801,12346,12346
10.0895957947,12569,12570
10.1891169548,12817,12815
10.2891337872,13072,13062
10.3911669254,13326,13315
10.4911718369,13575,13567
10.5897898674,13822,13778
10.68973279,14070,13982
10.7909259796,14317,14181
10.8915448189,14566,14385
10.9915809631,14816,14586
11.0916128159,15062,14779
11.1895599365,15290,14955
11.2896058559,15544,15153
11.3918998241,15796,15354
11.4921379089,16043,15518
11.6897788048,16540,15819
11.7898509502,16789,15972
11.8899188042,17038,16122
11.9899668694,17287,16273
12.0900979042,17543,16421
12.1900339127,17790,16572
12.2900898457,18014,16706
12.3903009892,18265,16856
12.490128994,18517,17005
12.5896298885,18768,17155
12.6906068325,19025,17307
12.7896828651,19280,17457
12.8915359974,19526,17609
12.9904258251,19774,17756
13.0916438103,20020,17909
13.1905260086,20267,18061
13.2926859856,20513,18211
13.3907938004,20737,18348
13.4906938076,20987,18499
13.5901238918,21287,18772
13.6911308765,21594,19075
13.7919437885,21896,19376
13.9920949936,22494,19969
14.0915968418,22790,20231
14.1910088062,23087,20478
14.2910540104,23400,20729
14.391463995,23699,20981
14.4907009602,23958,21204
14.5905439854,24256,21456
14.6925640106,24557,21705
14.7924239635,24858,21951
14.8903868198,25160,22197
14.9925649166,25462,22450
15.0904459953,25765,22701
15.1916229725,26060,22949
15.2926678658,26361,23201
15.3928887844,26659,23452
15.4927489758,26959,23703
15.5907127857,27231,23932
15.692868948,27533,24183
15.7919239998,27835,24429
15.8929228783,28130,24676
15.993241787,28428,24925
16.0929939747,28728,25174
16.2910439968,29333,25676
16.3910858631,29639,25932
16.492264986,29940,26182
16.593203783,30235,26428
16.691726923,30496,26649
16.7914128304,30795,26896
16.8914430141,31103,27150
16.9915208817,31407,27401
17.0930509567,31707,27649
17.1916577816,32009,27901
17.292195797,32310,28154
17.3918869495,32597,28401
17.4936509132,32897,28655
17.5910518169,33171,28885
17.6937389374,33504,29159
17.7919168472,33776,29380
17.8919699192,34077,29626
17.9920787811,34379,29875
18.0939729214,34679,30127
18.1921029091,34973,30375
18.2940449715,35277,30628
18.3922159672,35575,30882
18.5941758156,36169,31374
18.6943449974,36473,31625
18.7942569256,36776,31877
18.8943259716,37077,32126
18.9925098419,37353,32352
19.0944309235,37654,32606
19.1944868565,37948,32855
19.2946968079,38244,33108
19.394564867,38543,33352
19.4946157932,38849,33600
19.5927808285,39151,33852
19.6928458214,39453,34106
19.7928698063,39757,34357
19.892911911,40025,34584
19.9930539131,40323,34831
20.094935894,40621,35084
20.1935858727,40922,35334
20.2930119038,41219,35584
20.3930590153,41521,35835
20.4950838089,41825,36087
20.5932929516,42124,36336
20.6932029724,42428,36587
20.8954339027,43022,37083
20.9933619499,43293,37308
21.0934109688,43594,37562
21.1934378147,43896,37812
21.2936229706,44193,38057
21.3935489655,44495,38306
21.4936230183,44797,38559
21.5936470032,45095,38805
21.6937019825,45401,39062
21.7937579155,45692,39313
21.8937928677,45994,39560
21.993999958,46298,39811
22.0938940048,46568,40035
22.193969965,46872,40284
22.2939867973,47169,40535
22.3940439224,47467,40783
22.4940769672,47768,41033
22.5945219994,48069,41286
22.6942248344,48374,41538
22.7942287922,48675,41790
22.8963840008,48973,42040
22.9957318306,49236,42331
23.1951138973,49732,42918
23.2964828014,49984,43224
23.3968169689,50237,43531
23.4967269897,50464,43795
23.5967419147,50715,44094
23.6968069077,50966,44394
23.796038866,51215,44690
23.8940498829,51430,44991
23.9942598343,51626,45285
24.0948958397,51829,45591
24.1949429512,52028,45889
24.2949957848,52229,46190
24.3950579166,52409,46460
24.4950358868,52608,46755
24.5950949192,52809,47058
24.6953928471,53009,47360
24.7942159176,53208,47660
24.8952329159,53406,47961
24.9954128265,53605,48257
25.0943558216,53809,48559
25.1955997944,54011,48860
25.2957148552,54210,49158
25.4966459274,54611,49758
25.5967400074,54790,50027
25.6967949867,54988,50331
25.7967917919,55191,50634
25.8968849182,55390,50927
25.9964208603,55590,51229
26.0963499546,55790,51527
26.1949129105,55990,51827
26.2949798107,56190,52129
26.3966898918,56432,52390
26.4955849648,56654,52616
26.5962150097,56905,52868
26.695376873,57152,53119
26.7962968349,57404,53370
26.8952507973,57654,53625
26.9954090118,57902,53870
27.1010839939,58195,54162
27.1947419643,58497,54466
27.2957270145,58792,54763
27.3975019455,59089,55061
27.4975528717,59397,55367
27.5975868702,59699,55671
27.7977337837,60265,56236
27.898526907,60566,56541
27.9971489906,60869,56835
28.097979784,61168,57140
28.1978759766,61469,57441
28.2979648113,61768,57739
28.3991680145,62068,58038
28.4981939793,62368,58338
28.5974318981,62666,58637
28.6983819008,62968,58939
28.7978107929,63239,59210
28.897851944,63540,59511
28.9982759953,63840,59812
29.0983288288,64140,60106
29.198363781,64441,60409
29.2986209393,64737,60707
29.3979229927,65037,61014
29.4986188412,65337,61309
29.5985939503,65636,61612
29.6986429691,65938,61910
29.7986598015,66241,62208
29.8987319469,66537,62509
30.0988140106,67108,63084
30.1989920139,67404,63378
30.2989559174,67703,63681
30.398971796,68010,63987
30.4989957809,68308,64278
30.5990707874,68606,64577
30.7014799118,68909,64883
30.7998578548,69207,65187
30.8992099762,69506,65483
30.9992399216,69804,65776
31.0994529724,70078,66055
31.199477911,70380,66359
31.2995569706,70674,66654
31.3995859623,70976,66958
31.4997708797,71277,67256
31.5996849537,71578,67553
31.6996939182,71881,67852
31.7998600006,72176,68150
31.8998508453,72477,68451
31.9998970032,72775,68753
32.1000359058,73077,69060
32.1999719143,73346,69330
32.3979859352,73947,69919
32.500082016,74246,70218
32.5980470181,74545,70524
32.698102951,74844,70825
32.7981479168,75143,71127
32.8984119892,75444,71427
32.9982619286,75746,71732
33.0982718468,76017,72001
33.1983258724,76313,72292
33.2983980179,76611,72591
33.3989768028,76917,72895
33.4987149239,77213,73191
33.5985298157,77517,73493
33.6985869408,77822,73793
33.7986438274,78119,74095
33.8986878395,78417,74390
33.998734951,78718,74693
34.0989267826,79019,74993
34.1987907887,79286,75260
34.2999458313,79589,75563
34.3989448547,79888,75865
34.4989488125,80190,76163
34.7002229691,80784,76759
34.7995028496,81089,77062
34.9003038406,81395,77369
34.9986028671,81651,77662
35.0994119644,81900,77960
35.1994597912,82148,78263
35.3005177975,82397,78559
35.3995378017,82621,78828
35.4997038841,82872,79131
35.6006469727,83128,79436
35.700704813,83381,79732
35.7996838093,83630,80037
35.8998188972,83872,80332
36.000221014,84087,80633
36.1009938717,84285,80931
36.1999399662,84485,81233
36.2999498844,84688,81534
36.4009828568,84890,81833
36.5000708103,85070,82101
36.6010229588,85271,82403
36.7010560036,85468,82702
36.8012349606,85666,83003
36.9992029667,86066,83608
37.10125494,86270,83905
37.1994178295,86470,84204
37.2994949818,86674,84513
37.3995029926,86855,84774
37.4998559952,87055,85073
37.6009829044,87254,85376
37.699698925,87451,85673
37.799697876,87646,85972
37.8997979164,87851,86275
37.9998049736,88051,86579
38.099998951,88248,86874
38.1999299526,88451,87174
38.2999868393,88651,87476
38.399933815,88852,87772
38.5001149178,89031,88043
38.6001207829,89234,88341
38.6996679306,89471,88604
38.8001890182,89718,88858
